DTOP,DBTM,READ,X,Y,BPP,NBYTES,F
0,283651,22,130,68,8,8840,2
0,394012,22,128,96,8,12288,6
0,682396,22,100,213,8,21300,12
0,599871,22,120,156,8,18720,11
0,525139,22,128,128,8,16384,10
0,492827,22,124,124,8,15376,9
0,471171,22,140,105,8,14700,8
0,387991,22,110,110,8,12100,7
0,383554,22,130,92,8,11960,5
0,384811,22,120,100,8,12000,4
0,320871,22,100,100,8,10000,3
