DTOP,DBTM,READ,X,Y,BPP,NBYTES,F
0,768,22,1,1,8,1,0
0,25372,22,32,24,8,768,1
0,320879,22,100,100,8,10000,17
0,492828,22,124,124,8,15376,22
0,416836,22,100,130,8,13000,19
0,383556,22,130,92,8,11960,18
