DTOP,DBTM,READ,X,Y,BPP,NBYTES,F
0,812,22,1,1,24,3,0
0,74504,22,32,24,24,2304,1
0,960861,22,100,100,24,30000,17
0,1476877,22,124,124,24,46128,22
0,1248826,22,100,130,24,39000,19
0,1148979,22,130,92,24,35880,18
